Track,Position,Track Name,Artist,Streams,URL
global,23,Intentions (feat. Quavo),Justin Bieber,2027702,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
global,24,Sunday Best,Surfaces,1855539,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
global,25,Savage Remix (feat. Beyoncé),Megan Thee Stallion,1840609,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
global,26,Falling,Trevor Daniel,1819143,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
global,27,La Jeepeta - Remix,Nio Garcia,1725661,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
global,28,In Your Eyes,The Weeknd,1691352,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
global,29,Before You Go,Lewis Capaldi,1685477,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
global,30,Circles,Post Malone,1685225,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
global,31,Say So,Doja Cat,1658637,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
global,32,Relación,Sech,1642566,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
global,33,Tusa,KAROL G,1634377,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
global,34,goosebumps,Travis Scott,1624560,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
global,35,Play Date,Melanie Martinez,1618253,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
global,36,WHATS POPPIN,Jack Harlow,1617452,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
global,37,TKN (feat. Travis Scott),ROSALÍA,1542661,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
global,38,Kings & Queens,Ava Max,1540690,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
global,39,Lose Somebody,Kygo,1534209,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
global,40,Adore You,Harry Styles,1532415,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
global,41,Be Kind (with Halsey),Marshmello,1530073,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
global,42,Hasta Que Dios Diga,Anuel AA,1524098,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
global,43,Yo Perreo Sola,Bad Bunny,1494898,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
global,44,TROLLZ (with Nicki Minaj),6ix9ine,1481943,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
global,45,Señorita,Shawn Mendes,1473136,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
global,46,Memories,Maroon 5,1466883,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
global,47,HIGHEST IN THE ROOM,Travis Scott,1450344,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
global,48,Safaera,Bad Bunny,1412959,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
global,49,Life Is Good (feat. Drake),Future,1404966,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
global,50,ROXANNE,Arizona Zervas,1386399,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
global,51,SICKO MODE,Travis Scott,1354853,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
global,52,After Party,Don Toliver,1310060,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
global,53,bad guy,Billie Eilish,1303360,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
global,54,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1292986,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
global,55,Chicago Freestyle (feat. Giveon),Drake,1248691,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
global,56,The Bigger Picture,Lil Baby,1229839,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
global,57,Rojo,J Balvin,1209023,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
global,58,Walk Em Down (feat. Roddy Ricch),NLE Choppa,1203159,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
global,59,GO (feat. Juice WRLD),The Kid LAROI,1198415,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
global,60,Sour Candy (with BLACKPINK),Lady Gaga,1197191,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
global,61,PORFA,Feid,1182280,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
global,62,Elegí (feat. Dímelo Flow),Rauw Alejandro,1180879,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
global,63,Ride It,Regard,1180570,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
global,64,Tommy Lee (feat. Post Malone),Tyla Yaweh,1178600,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
global,65,Boss Bitch,Doja Cat,1158173,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
global,66,Caramelo,Ozuna,1155506,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
global,67,If the World Was Ending - feat. Julia Michaels,JP Saxe,1131141,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
global,68,Lucid Dreams,Juice WRLD,1127142,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
global,69,Secrets,Regard,1121473,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
global,70,Favorito,Camilo,1117595,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
global,71,everything i wanted,Billie Eilish,1107750,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
global,72,lovely (with Khalid),Billie Eilish,1082686,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
global,73,Godzilla (feat. Juice WRLD),Eminem,1074456,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
global,74,Rover (feat. DTG),S1mba,1066939,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
global,75,Physical,Dua Lipa,1065862,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
global,76,Azul,J Balvin,1040852,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
global,77,I Don't Care (with Justin Bieber),Ed Sheeran,1025982,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
global,78,Tak Tiki Tak,Harry Nach,1025875,https://open.spotify.com/track/6Hw21Z5CmEV78jrncFpMwz
global,79,BLACK PARADE,Beyoncé,1008885,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj
global,80,Lose Control,MEDUZA,998448,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
global,81,hot girl bummer,blackbear,995400,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
global,82,Shallow,Lady Gaga,983776,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
global,83,Some Say - Felix Jaehn Remix,Nea,958535,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
global,84,CÓMO SE SIENTE - Remix,Jhay Cortez,947521,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
global,85,RITMO (Bad Boys For Life),Black Eyed Peas,934905,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
global,86,Amarillo,J Balvin,923420,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
global,87,Savage,Megan Thee Stallion,922471,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
global,88,Tattoo,Rauw Alejandro,911392,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
global,89,Deep End Freestyle,Sleepy Hallow,909033,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
global,90,Skechers,DripReport,908631,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
global,91,Righteous,Juice WRLD,903518,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
global,92,Believer,Imagine Dragons,892971,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
global,93,Flex (feat. Juice WRLD),Polo G,886975,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
global,94,Jocelyn Flores,XXXTENTACION,868946,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
global,95,Big Body Benz,Bonez MC,865439,https://open.spotify.com/track/2WOJ7D52Ng3myrKlEf4Azj
global,96,Stay Gold,BTS,863492,https://open.spotify.com/track/0UwQTbq7ZtBJ7v530mpaxP
global,97,7 rings,Ariana Grande,862840,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
global,98,Beautiful People (feat. Khalid),Ed Sheeran,859384,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
global,99,rockstar (feat. 21 Savage),Post Malone,859221,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
global,100,SAD!,XXXTENTACION,843990,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
global,101,Say So (feat. Nicki Minaj),Doja Cat,842460,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
global,102,Go Crazy,Chris Brown,838394,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
global,103,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,835886,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
global,104,Robbery,Juice WRLD,835262,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
global,105,Ballin' (with Roddy Ricch),Mustard,832736,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
global,106,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,828496,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
global,107,VACATION,Tyga,824847,https://open.spotify.com/track/6q2uIyLqASSpv2SIv2ehWK
global,108,when the party's over,Billie Eilish,824123,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
global,109,This City,Sam Fischer,819935,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
global,110,Falling,Harry Styles,818662,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
global,111,"10,000 Hours (with Justin Bieber)",Dan + Shay,810301,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
global,112,La Difícil,Bad Bunny,806411,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
global,113,PAM,Justin Quiles,804052,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
global,114,Shape of You,Ed Sheeran,800767,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
global,115,El Efecto,Rauw Alejandro,796677,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
global,116,Happier,Marshmello,796037,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
global,117,Say You Won't Let Go,James Arthur,783933,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
global,118,Morado,J Balvin,783381,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
global,119,OUT WEST (feat. Young Thug),JACKBOYS,773198,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
global,120,Ignorantes,Bad Bunny,771219,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
global,121,Ich weiß nicht mal wie sie heißt,Capital Bra,765586,https://open.spotify.com/track/4KfL3Ne8bc9bC2PUB8QGwA
global,122,Perfect,Ed Sheeran,762267,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
global,123,Ransom,Lil Tecca,760992,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
global,124,Bohemian Rhapsody - 2011 Mix,Queen,758746,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
global,125,We Paid (feat. 42 Dugg),Lil Baby,751756,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
global,126,Daisies,Katy Perry,749758,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
global,127,Salt,Ava Max,747783,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
global,128,Yummy,Justin Bieber,743981,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
global,129,Myron,Lil Uzi Vert,738567,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
global,130,High Fashion (feat. Mustard),Roddy Ricch,738357,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
global,131,Diosa,Myke Towers,737961,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
global,132,Stunnin' (feat. Harm Franklin),Curtis Waters,736107,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
global,133,Without Me,Halsey,730203,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
global,134,Goodbyes (feat. Young Thug),Post Malone,724446,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
global,135,Bandit (with YoungBoy Never Broke Again),Juice WRLD,719874,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
global,136,Emotionally Scarred,Lil Baby,719491,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
global,137,China,Anuel AA,710784,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
global,138,It's You,Ali Gatie,701283,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
global,139,Dior,Pop Smoke,699869,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
global,140,Youngblood,5 Seconds of Summer,698053,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
global,141,Airwaves,Pashanim,694959,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
global,142,Si Veo a Tu Mamá,Bad Bunny,693817,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
global,143,The Less I Know The Better,Tame Impala,693078,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
global,144,Moonlight,XXXTENTACION,692791,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
global,145,Djomb - Bien ou quoi,Bosh,686645,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
global,146,Jangueo,Alex Rose,686612,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
global,147,All of Me,John Legend,685677,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
global,148,Bruises,Lewis Capaldi,684505,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
global,149,Sweet but Psycho,Ava Max,683804,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
global,150,Lalala,Y2K,683237,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
global,151,Are You Bored Yet? (feat. Clairo),Wallows,681435,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
global,152,BOP,DaBaby,680476,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
global,153,Higher Love,Kygo,679307,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
global,154,Old Town Road - Remix,Lil Nas X,679146,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
global,155,Hola - Remix,Dalex,678791,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
global,156,Wow.,Post Malone,676540,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
global,157,MORE & MORE,TWICE,668200,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
global,158,Get You The Moon (feat. Snøw),Kina,665430,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
global,159,July,Noah Cyrus,663857,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
global,160,Shotta Flow 5,NLE Choppa,662168,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8
global,161,Sucker,Jonas Brothers,661969,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
global,162,In Your Eyes (feat. Alida),Robin Schulz,661527,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
global,163,Mariposa,Peach Tree Rascals,659819,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
global,164,I Like Me Better,Lauv,659779,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
global,165,Bleed,A Boogie Wit da Hoodie,658595,https://open.spotify.com/track/5XzombolzpiaOSTdj1W0VS
global,166,Sigues Con El,Dímelo Flow,657016,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
global,167,Know Your Worth,Khalid,656366,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
global,168,PA' ROMPERLA,Bad Bunny,655539,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
global,169,Stupid Love,Lady Gaga,654088,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt
global,170,Be Alright,Dean Lewis,653890,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
global,171,"thank u, next",Ariana Grande,650701,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
global,172,Lights Up,Harry Styles,649747,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
global,173,Something Just Like This,The Chainsmokers,649222,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
global,174,Lose You To Love Me,Selena Gomez,648500,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
global,175,No Idea,Don Toliver,648386,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
global,176,El Efecto - Remix,Rauw Alejandro,645064,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
global,177,All Girls Are The Same,Juice WRLD,644445,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
global,178,IDK You Yet,Alexander 23,643623,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
global,179,La Curiosidad,Jay Wheeler,640723,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
global,180,Better Now,Post Malone,640026,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
global,181,21,Polo G,639857,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
global,182,Money In The Grave (Drake ft. Rick Ross),Drake,639484,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
global,183,LA CANCIÓN,J Balvin,636589,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
global,184,No Me Conoce - Remix,Jhay Cortez,635491,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
global,185,El Manual,Anuel AA,633903,https://open.spotify.com/track/7kOf0qHO4Rcwk6QJifZDRJ
global,186,Make You Mine,PUBLIC,631686,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g
global,187,Piece Of Your Heart,MEDUZA,630967,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
global,188,Riptide,Vance Joy,629990,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
global,189,High Hopes,Panic! At The Disco,628920,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
global,190,Closer,The Chainsmokers,627832,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
global,191,Dancing With A Stranger (with Normani),Sam Smith,626341,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
global,192,Like That (feat. Gucci Mane),Doja Cat,625675,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
global,193,Thunder,Imagine Dragons,623745,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
global,194,I'm Yours,Jason Mraz,623540,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
global,195,Wake Me Up,Avicii,622095,https://open.spotify.com/track/3B0irDyS69y5eAz15xV2Ee
global,196,Mr. Brightside,The Killers,620895,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw
global,197,Like It Is,Kygo,616407,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
global,198,Surrender,Natalie Taylor,615992,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
global,199,Let Me Down Slowly,Alec Benjamin,614732,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
global,200,Let Her Go,Passenger,614504,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
south africa,1,ROCKSTAR (feat. Roddy Ricch),DaBaby,11580,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
south africa,2,Blinding Lights,The Weeknd,9546,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
south africa,3,Toosie Slide,Drake,8669,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
south africa,4,Roses - Imanbek Remix,SAINt JHN,8268,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
south africa,5,The Box,Roddy Ricch,6841,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
south africa,6,THE SCOTTS,THE SCOTTS,6763,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
south africa,7,Blueberry Faygo,Lil Mosey,6657,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
south africa,8,Chicago Freestyle (feat. Giveon),Drake,6570,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
south africa,9,Party Girl,StaySolidRocky,6471,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
south africa,10,Life Is Good (feat. Drake),Future,6076,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
south africa,11,Someone You Loved,Lewis Capaldi,6035,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
south africa,12,Go Crazy,Chris Brown,5949,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
south africa,13,Intentions (feat. Quavo),Justin Bieber,5844,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
south africa,14,Dance Monkey,Tones And I,5759,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
south africa,15,Don't Start Now,Dua Lipa,5739,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
south africa,16,death bed (coffee for your head) (feat. beabadoobee),Powfu,5596,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
south africa,17,Circles,Post Malone,5444,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
south africa,18,Watermelon Sugar,Harry Styles,5393,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
south africa,19,Savage Love (Laxed - Siren Beat),Jawsh 685,5280,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
south africa,20,Falling,Trevor Daniel,5209,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
south africa,21,WHATS POPPIN,Jack Harlow,5128,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
south africa,22,You're the One,Elaine,5103,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
south africa,23,Savage Remix (feat. Beyoncé),Megan Thee Stallion,5064,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
south africa,24,Stuck with U (with Justin Bieber),Ariana Grande,5059,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
south africa,25,Memories,Maroon 5,4958,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
south africa,26,Beautiful People (feat. Khalid),Ed Sheeran,4922,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
south africa,27,Breaking Me,Topic,4863,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
south africa,28,Rain On Me (with Ariana Grande),Lady Gaga,4663,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
south africa,29,everything i wanted,Billie Eilish,4423,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
south africa,30,Be Kind (with Halsey),Marshmello,4406,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
south africa,31,HIGHEST IN THE ROOM,Travis Scott,4397,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
south africa,32,Sunday Best,Surfaces,4295,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
south africa,33,Before You Go,Lewis Capaldi,4133,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
south africa,34,Eazy,Nasty C,4069,https://open.spotify.com/track/2WxL4qrdtQFs7RJ9hEbyW1
south africa,35,GOOBA,6ix9ine,4041,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
south africa,36,ily (i love you baby) (feat. Emilee),Surf Mesa,4024,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
south africa,37,Break My Heart,Dua Lipa,4007,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
south africa,38,ROXANNE,Arizona Zervas,3891,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
south africa,39,After Party,Don Toliver,3882,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
